Country,Region,  Ranking Status Index,  S | Status Index,  Ranking Democracy Status,  SI | Democracy Status,  Q1 | Stateness,  Q1.1 | Monopoly on the use of force,  Q1.2 | State identity,  Q1.3 | No interference of religious dogmas,  Q1.4 | Basic administration,  Q2 | Political Participation,  Q2.1 | Free and fair elections,  Q2.2 | Effective power to govern,  Q2.3 | Association / assembly rights,  Q2.4 | Freedom of expression,  Q3 | Rule of Law,  Q3.1 | Separation of powers,  Q3.2 | Independent judiciary,  Q3.3 | Prosecution of office abuse,  Q3.4 | Civil rights,  Q4 | Stability of Democratic Institutions,  Q4.1 | Performance of democratic institutions,  Q4.2 | Commitment to democratic institutions,  Q5 | Political and Social Integration,  Q5.1 | Party system,  Q5.2 | Interest groups,  Q5.4 | Social capital,  Ranking Economy Status,  SII | Economy Status,  Q6 | Level of Socioeconomic Development,  Q6.1 | Socioeconomic barriers,  Q7 | Organization of the Market and Competition,  Q7.1 | Market organization,  Q7.2 | Competition policy,  Q7.3 | Liberalization of foreign trade,  Q7.4 | Banking system,  Q8 | Monetary and Fiscal Stability,  Q8.1 | Monetary stability,  Q8.2 | Fiscal stability,  Q9 | Private Property,  Q9.1 | Property rights,  Q9.2 | Private enterprise,  Q10 | Welfare Regime,  Q10.1 | Social safety nets,  Q10.2 | Equal opportunity,  Q11 | Economic Performance,  Q11.1 | Output strength,  Q12 | Sustainability,  Q12.1 | Environmental policy,  Q12.2 | Education / R&D policy,  Ranking Governance Index,  G | Governance Index,  Q13 | Level of Difficulty,  Q13.1 | Structural constraints,  Q13.2 | Civil society traditions,  Q13.3 | Conflict intensity,  Q13.4 | GNI p.c. Atlas method rescaled,  Q13.5 | UN Educ. Index rescaled,  Q13.6 | BTI Stateness & Rule of Law,  GII | Governance Performance,  Q14 | Steering Capability,  Q14.1 | Prioritization,  Q14.2 | Implementation,  Q14.3 | Policy learning,  Q15 | Resource Efficiency,  Q15.1 | Efficient use of assets,  Q15.2 | Policy coordination,  Q15.3 | Anti-corruption policy,  Q16 | Consensus-Building,  Q16.1 | Consensus on goals,  Q16.2 | Anti-democratic actors,  Q16.3 | Cleavage / conflict management,  Q17 | International Cooperation,  Q17.1 | Effective use of support,  Q17.2 | Credibility,  Q17.3 | Regional cooperation,  Total,Democracy/Autocracy,  S | Status Index.1,  Category,Status Index,  SI | Democracy Status.1,  Category.1,Democracy Status,  SII | Economy Status.1,  Category.2,Economy Status,  G | Governance Index.1,  Category.3,Governance Index,  Q13 | Level of Difficulty.1,  Category.4,0.4,  GII | Governance Performance.1,  Category.5,Governance Performance,Year
Estonia,1,2,9.467857143,2,9.65,9.5,10,9,9,10,9.75,10,10,10,9,10,10,10,10,10,10,10,10,9,9,8,9,3,9.285714286,8,8,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,7,7.01537037,1.708333333,2,2,3,1,1,1.25,8.6,8.666666667,8,9,9,8.333333333,9,7,9,8.4,9,9,7,9,10,8,9,0,Dem.,9.47,1,Highly advanced,9.65,1,Democracies in consolidation,9.29,1,Highly advanced,7.02,1,Very good,1.7,5,Negligible,8.6,1,Excellent,2022
Eswatini,5,115,3.563095238,112,3.483333333,7.5,10,8,6,6,1.75,1,1,3,2,2.5,2,3,1,4,2,2,2,3.666666667,1,4,6,112,3.642857143,2,2,5,4,4,6,6,5.5,7,4,3,2,4,3.5,4,3,3,3,3.5,3,4,117,3.05625,5.5,7,5,4,6,5,6,3.395833333,2.666666667,3,3,2,3,2,4,3,3.25,5,1,4,4.666666667,3,4,7,5,Aut.,3.56,5,Failed,3.48,5,Hard-line autocracies,3.64,4,Very limited,3.06,4,Weak,5.5,3,Moderate,3.395833333,4,Flawed,2022
Ethiopia,5,114,3.570238095,99,3.783333333,5.5,5,4,8,5,3.5,3,3,5,3,3.25,3,4,4,2,3,3,3,3.666666667,4,4,3,116,3.357142857,1,1,4,4,4,4,4,4.5,5,4,3.5,3,4,2.5,2,3,4,4,4,4,4,89,4.263310185,8.4375,9,7,9,9,10,6.625,4.416666667,4,5,4,3,4.333333333,5,4,4,4,4,4,3,5.333333333,6,4,6,5,Aut.,3.57,5,Failed,3.78,5,Hard-line autocracies,3.36,4,Very limited,4.26,4,Weak,8.4,2,Substantial,4.416666667,4,Flawed,2022
Gabon,3,83,4.825,76,4.65,8.5,9,9,10,6,3.75,4,3,4,4,3.5,3,3,4,4,2.5,3,2,5,4,5,6,79,5,4,4,5,4,4,6,6,6.5,8,5,5,4,6,5,4,6,4,4,5.5,7,4,80,4.534259259,4.333333333,5,6,2,4,4,5,5.1875,4.333333333,5,4,4,4.333333333,3,7,3,4.75,6,4,7,7.333333333,7,8,7,3,Aut.,4.83,4,Very limited,4.65,4,Moderate autocracies,5,3,Limited,4.53,3,Moderate,4.3,4,Minor,5.1875,3,Fair,2022
Gambia,3,55,5.921428571,33,6.95,8,9,10,7,6,6.75,7,7,6,7,5.75,6,7,4,6,7.5,7,8,6.75,5,7,7,82,4.892857143,2,2,5.75,4,5,7,7,7,8,6,6.5,6,7,4.5,4,5,5,5,3.5,4,3,34,5.728171296,6.6875,9,6,4,9,8,4.125,6.183333333,5.666666667,6,6,5,4.333333333,5,6,2,7.4,9,9,6,7.333333333,7,7,8,0,Dem.,5.92,3,Limited,6.95,2,Defective democracies,4.89,4,Very limited,5.73,2,Good,6.7,2,Substantial,6.183333333,2,Sound,2022
Georgia,6,52,5.996428571,54,6.1,6.5,5,7,7,7,7.5,7,7,8,8,5.75,5,6,5,7,6,5,7,4.75,4,5,4,52,5.892857143,5,5,7.25,7,6,9,7,7,7,7,6.5,6,7,5,5,5,5,5,5.5,5,6,38,5.552662037,4.979166667,7,6,6,5,1,4.875,6.25,5.666666667,6,6,5,6.333333333,6,7,6,6,7,7,5,7,7,7,7,0,Dem.,6,3,Limited,6.1,2,Defective democracies,5.89,3,Limited,5.55,3,Moderate,5,3,Moderate,6.25,2,Sound,2022
Ghana,3,24,6.785714286,17,8,7.75,9,9,7,6,8.75,8,9,9,9,7,8,8,5,7,8.5,9,8,8,8,8,7,64,5.571428571,4,4,6.5,6,5,7,8,5.5,5,6,6.5,6,7,5,4,6,7,7,4.5,4,5,19,6.230989583,4.9375,6,4,4,7,5,3.625,7.020833333,6,6,6,6,6,5,8,5,7.75,8,9,7,8.333333333,8,9,8,0,Dem.,6.79,3,Limited,8,1,Democracies in consolidation,5.57,3,Limited,6.23,2,Good,4.9,3,Moderate,7.020833333,2,Sound,2022
Guatemala,2,92,4.496428571,91,4.1,5.5,5,6,8,3,4.75,6,4,4,5,3.25,3,3,3,4,3,3,3,4,4,4,4,82,4.892857143,3,3,5.75,4,4,9,6,6.5,7,6,5.5,5,6,4,4,4,6,6,3.5,3,4,113,3.362808642,6.270833333,8,6,6,5,6,6.625,3.666666667,3.333333333,4,3,3,3,3,4,2,3,3,3,3,5.333333333,5,5,6,1,Aut.,4.5,4,Very limited,4.1,4,Moderate autocracies,4.89,4,Very limited,3.36,4,Weak,6.3,3,Moderate,3.666666667,4,Flawed,2022
Guinea,3,91,4.603571429,71,4.85,7.5,7,9,9,5,4,5,3,4,4,3.75,4,4,3,4,3,3,3,6,6,6,6,96,4.357142857,1,1,5,4,5,6,5,6.5,6,7,5.5,5,6,4,4,4,6,6,2.5,3,2,57,5.07179784,7.395833333,8,6,7,9,9,5.375,5.383333333,5,5,5,5,5.333333333,5,7,4,4.2,6,4,2,7,7,6,8,2,Aut.,4.6,4,Very limited,4.85,4,Moderate autocracies,4.36,4,Very limited,5.07,3,Moderate,7.4,2,Substantial,5.383333333,3,Fair,2022
Guinea-Bissau,3,74,5.014285714,60,5.85,7,7,9,9,3,6.25,7,7,6,5,4,4,4,4,4,5,5,5,7,7,7,8,100,4.178571429,1,1,3.75,2,4,5,4,6.5,8,5,4,4,4,4.5,4,5,6,6,3.5,4,3,88,4.298703704,6.75,8,6,4,9,8,5.5,4.633333333,4.333333333,5,4,4,3.333333333,4,3,3,5.2,6,6,5,5.666666667,6,5,6,0,Dem.,5.01,4,Very limited,5.85,3,Highly defective democracies,4.18,4,Very limited,4.3,3,Moderate,6.8,2,Substantial,4.633333333,4,Flawed,2022
Haiti,2,118,3.344047619,96,3.866666667,5.25,4,7,9,1,5,4,3,7,6,2.75,3,3,2,3,3,3,3,3.333333333,3,3,4,122,2.821428571,1,1,3.75,3,2,6,4,4,5,3,4,3,5,3,3,3,2,2,2,2,2,121,2.943518519,7.5,9,7,7,8,7,7,3.116666667,2.666666667,3,2,3,2,2,2,2,3.8,4,4,3,4,4,3,5,5,Aut.,3.34,5,Failed,3.87,5,Hard-line autocracies,2.82,5,Rudimentary,2.94,5,Failed,7.5,2,Substantial,3.116666667,4,Flawed,2022
Honduras,2,87,4.708333333,82,4.416666667,6.5,5,8,8,5,4,5,3,4,4,3.25,3,3,3,4,3,3,3,5.333333333,6,5,5,79,5,3,3,6.5,5,6,8,7,6.5,7,6,6.5,6,7,4,4,4,5,5,3.5,4,3,94,3.998302469,6.520833333,7,6,6,7,7,6.125,4.333333333,3.666666667,4,3,4,3.333333333,3,5,2,4,4,4,5,6.333333333,7,5,7,3,Aut.,4.71,4,Very limited,4.42,4,Moderate autocracies,5,3,Limited,4,4,Weak,6.5,2,Substantial,4.333333333,4,Flawed,2022
Hungary,1,29,6.621428571,48,6.35,8.75,10,10,7,8,6.25,6,9,6,4,5.25,4,6,5,6,5,5,5,6.5,6,6,6,24,6.892857143,7,7,7.25,6,6,10,7,7,7,7,7.5,8,7,7,7,7,7,7,5.5,5,6,102,3.861111111,2.5,2,3,4,1,1,4,4.633333333,5.666666667,6,6,5,5,5,6,4,3.2,4,3,3,4.666666667,5,3,6,0,Dem.,6.62,3,Limited,6.35,2,Defective democracies,6.89,3,Limited,3.86,4,Weak,2.5,4,Minor,4.633333333,4,Flawed,2022
India,7,57,5.882142857,50,6.3,6.75,8,6,6,7,6.25,8,7,5,5,5.75,6,6,6,5,6.5,7,6,6.25,7,5,5,65,5.464285714,4,4,6.25,6,7,6,6,5.5,6,5,7.5,7,8,4.5,5,4,6,6,4.5,4,5,54,5.145833333,5.625,6,5,6,7,5,4.75,5.7,5.333333333,6,5,5,5.666666667,5,7,5,4.8,6,6,3,7,7,9,5,0,Dem.,5.88,3,Limited,6.3,2,Defective democracies,5.46,3,Limited,5.15,3,Moderate,5.6,3,Moderate,5.7,3,Fair,2022
Indonesia,7,46,6.139285714,48,6.35,6.5,7,7,5,7,6,8,6,5,5,6,8,5,5,6,6.5,7,6,6.75,6,7,7,50,5.928571429,5,5,6.5,6,5,7,8,7.5,8,7,6,6,6,5.5,6,5,7,7,4,3,5,52,5.171666667,5.125,6,6,5,5,4,4.75,5.8,6,6,6,6,4.333333333,5,5,3,5.2,6,5,6,7.666666667,7,8,8,0,Dem.,6.14,3,Limited,6.35,2,Defective democracies,5.93,3,Limited,5.17,3,Moderate,5.1,3,Moderate,5.8,3,Fair,2022
Iran,4,127,2.83452381,127,2.883333333,5.25,7,7,1,6,2.25,3,2,2,2,2.25,3,2,2,2,2,2,2,2.666666667,2,2,4,125,2.785714286,3,3,2,2,2,2,2,2.5,2,3,3,3,3,3,4,2,3,3,3,2,4,132,1.704722222,5.375,7,7,5,5,1,7.25,1.9,2.666666667,3,2,3,2,3,2,1,1.6,2,2,2,1.333333333,1,1,2,6,Aut.,2.83,5,Failed,2.88,5,Hard-line autocracies,2.79,5,Rudimentary,1.7,5,Failed,5.4,3,Moderate,1.9,5,Poor,2022
Iraq,4,111,3.798809524,90,4.133333333,4.5,4,5,5,4,5,6,5,6,3,4.5,5,5,5,3,3,3,3,3.666666667,4,4,3,115,3.464285714,2,2,4.25,4,3,6,4,5.5,6,5,4,4,4,3,3,3,3,3,2.5,2,3,61,4.952376543,6.916666667,9,8,8,5,5,6.5,5.316666667,4.333333333,4,4,5,4.333333333,3,6,4,5.6,6,5,6,7,7,6,8,2,Aut.,3.8,5,Failed,4.13,4,Moderate autocracies,3.46,4,Very limited,4.95,3,Moderate,6.9,2,Substantial,5.316666667,3,Fair,2022
Jamaica,2,20,7.189285714,16,8.2,8.75,8,10,9,8,9.5,9,9,10,10,7.25,8,9,5,7,8.5,8,9,7,8,7,7,38,6.178571429,5,5,6.75,6,5,8,8,8,9,7,8,8,8,5.5,5,6,5,5,5,5,5,30,5.78904321,3.833333333,4,4,4,5,3,3,6.708333333,6.666666667,7,7,6,4.666666667,5,5,4,7.5,8,9,7,8,8,8,8,0,Dem.,7.19,2,Advanced,8.2,1,Democracies in consolidation,6.18,3,Limited,5.79,2,Good,3.8,4,Minor,6.708333333,2,Sound,2022
Jordan,4,75,4.975,88,4.2,6.75,8,7,6,6,3.5,4,2,4,4,4.25,3,5,4,5,2.5,2,3,4,3,4,5,57,5.75,4,4,7.25,6,7,8,8,6,8,4,7.5,8,7,5.5,6,5,5,5,5,5,5,69,4.835030864,5.416666667,7,7,5,5,3,5.5,5.383333333,4.666666667,4,6,4,5,5,6,4,4.2,6,3,5,7.666666667,7,8,8,3,Aut.,4.98,4,Very limited,4.2,4,Moderate autocracies,5.75,3,Limited,4.84,3,Moderate,5.4,3,Moderate,5.383333333,3,Fair,2022
Kazakhstan,6,79,4.90952381,99,3.783333333,8.25,9,8,9,7,2.5,2,2,4,2,3.5,2,4,4,4,2,2,2,2.666666667,2,3,3,45,6.035714286,6,6,6.25,6,5,8,6,6.5,6,7,6,6,6,6,6,6,6,6,5.5,5,6,79,4.56216821,4.354166667,5,7,5,3,1,5.125,5.216666667,5,5,5,5,5,5,6,4,4.2,6,2,6,6.666666667,5,7,8,4,Aut.,4.91,4,Very limited,3.78,5,Hard-line autocracies,6.04,3,Limited,4.56,3,Moderate,4.4,4,Minor,5.216666667,3,Fair,2022
Kenya,5,64,5.333333333,69,4.916666667,6,5,7,7,5,4.5,5,3,5,5,5.75,6,7,4,6,3,3,3,5.333333333,4,6,6,57,5.75,3,3,6.75,5,7,7,8,7,7,7,6.5,6,7,5.5,5,6,7,7,4.5,4,5,69,4.841975309,5.854166667,7,4,5,8,6,5.125,5.333333333,5.666666667,6,6,5,4.333333333,5,4,4,5,7,5,5,6.333333333,6,7,6,2,Aut.,5.33,4,Very limited,4.92,4,Moderate autocracies,5.75,3,Limited,4.84,3,Moderate,5.9,3,Moderate,5.333333333,3,Fair,2022
Kosovo,1,39,6.332142857,40,6.7,7.75,9,7,8,7,8,9,8,9,6,5.5,5,5,5,7,6.5,6,7,5.75,6,6,5,47,5.964285714,5,5,6.75,5,6,9,7,7,8,6,7,7,7,5.5,5,6,6,6,4.5,4,5,41,5.454282407,4.0625,6,4,4,5,1,4.375,6.283333333,6,6,6,6,5,5,6,4,6.8,9,7,6,7.333333333,7,7,8,0,Dem.,6.33,3,Limited,6.7,2,Defective democracies,5.96,3,Limited,5.45,3,Moderate,4.1,4,Minor,6.283333333,2,Sound,2022
Kuwait,4,59,5.789285714,76,4.65,7.75,10,7,6,8,3.75,4,3,4,4,4.75,4,5,5,5,3,3,3,4,2,5,5,22,6.928571429,7,7,7,7,5,8,8,8.5,8,9,7,8,6,6,7,5,8,8,5,4,6,68,4.856141975,3.791666667,3,6,4,1,4,4.75,5.633333333,5,5,4,6,5,5,4,6,5.2,5,4,5,7.333333333,6,8,8,2,Aut.,5.79,3,Limited,4.65,4,Moderate autocracies,6.93,3,Limited,4.86,3,Moderate,3.8,4,Minor,5.633333333,3,Fair,2022
Kyrgyzstan,6,61,5.489285714,63,5.55,7.75,8,8,9,6,5.75,6,6,6,5,4.25,5,3,4,5,5,4,6,5,4,5,5,68,5.428571429,4,4,6.5,5,6,8,7,7.5,8,7,6.5,6,7,4.5,4,5,5,5,4,3,5,85,4.421728395,5.333333333,7,5,5,8,2,5,4.933333333,4.333333333,4,4,5,4,4,5,3,5.4,7,6,5,6,5,6,7,0,Dem.,5.49,4,Very limited,5.55,3,Highly defective democracies,5.43,3,Limited,4.42,3,Moderate,5.3,3,Moderate,4.933333333,4,Flawed,2022
Laos,7,112,3.73452381,117,3.183333333,8.5,8,9,10,7,1.25,1,1,1,2,2.5,2,2,3,3,1,1,1,2.666666667,1,2,5,99,4.285714286,4,4,5,5,3,7,5,5,6,4,4,3,5,4,3,5,5,5,3,3,3,90,4.233703704,6.416666667,6,10,3,7,7,5.5,4.6,5.333333333,6,5,5,3.333333333,4,4,2,3.4,4,1,6,6.333333333,6,6,7,6,Aut.,3.73,5,Failed,3.18,5,Hard-line autocracies,4.29,4,Very limited,4.23,4,Weak,6.4,3,Moderate,4.6,4,Flawed,2022
Latvia,1,7,8.803571429,8,9,9.5,10,8,10,10,9.5,9,10,10,9,8.5,9,9,7,9,10,10,10,7.5,6,8,8,8,8.607142857,7,7,9.25,8,10,10,9,9.5,10,9,10,10,10,8,8,8,8,8,8.5,9,8,6,7.112222222,2,2,3,3,1,1,2,8.65,8.666666667,9,9,8,7.666666667,8,7,8,8.6,10,10,8,9.666666667,9,10,10,0,Dem.,8.8,1,Highly advanced,9,1,Democracies in consolidation,8.61,1,Highly advanced,7.11,1,Very good,2,5,Negligible,8.65,1,Excellent,2022
Lebanon,4,88,4.675,67,5.35,5.5,5,7,6,4,5.75,6,4,7,6,4.75,5,5,3,6,5,5,5,5.75,5,6,7,108,4,3,3,5,5,2,8,5,3,4,2,7,7,7,4.5,4,5,2,2,3.5,2,5,118,3.045833333,5.3125,8,3,7,4,4,5.875,3.4,2.666666667,2,3,3,2.666666667,3,3,2,3.6,4,3,3,4.666666667,4,5,5,0,Dem.,4.68,4,Very limited,5.35,3,Highly defective democracies,4,4,Very limited,3.05,4,Weak,5.3,3,Moderate,3.4,4,Flawed,2022
Lesotho,5,72,5.046428571,64,5.45,7,7,8,8,5,6,8,4,7,5,5.25,4,6,5,6,4.5,4,5,4.5,4,4,5,86,4.642857143,2,2,5.5,5,2,8,7,7,8,6,6,7,5,4,3,5,5,5,3,3,3,103,3.840671296,6.645833333,8,7,6,8,6,4.875,4.15,3.666666667,5,3,3,3.666666667,4,3,4,3.6,5,4,3,5.666666667,6,5,6,0,Dem.,5.05,4,Very limited,5.45,3,Highly defective democracies,4.64,4,Very limited,3.84,4,Weak,6.6,2,Substantial,4.15,4,Flawed,2022
Liberia,3,65,5.278571429,45,6.45,7.5,9,7,9,5,7.5,8,7,7,8,5.25,6,5,4,6,6.5,5,8,5.5,5,5,5,104,4.107142857,1,1,4.75,4,5,4,6,6,6,6,7,7,7,3.5,3,4,3,3,3.5,4,3,59,5.005717593,7.104166667,10,7,4,9,8,4.625,5.35,4.666666667,5,5,4,4,4,5,3,6.4,7,7,7,6.333333333,6,6,7,0,Dem.,5.28,4,Very limited,6.45,2,Defective democracies,4.11,4,Very limited,5.01,3,Moderate,7.1,2,Substantial,5.35,3,Fair,2022
Libya,4,131,2.432142857,133,2.4,2.25,2,3,3,1,2.5,3,1,3,3,2.25,2,2,3,2,2,2,2,3,3,4,2,129,2.464285714,3,3,2.25,2,3,3,1,4,4,4,2,2,2,2,1,3,2,2,2,1,3,127,2.45125,6.625,9,6,8,4,4,8.75,2.65,3,3,2,4,1.333333333,1,1,2,2.6,3,3,2,3.666666667,3,3,5,7,Aut.,2.43,5,Failed,2.4,5,Hard-line autocracies,2.46,5,Rudimentary,2.45,5,Failed,6.6,2,Substantial,2.65,5,Poor,2022
Lithuania,1,4,9.267857143,4,9.5,10,10,10,10,10,9.75,10,10,10,9,9.75,10,10,10,9,10,10,10,8,7,8,8,5,9.035714286,8,8,9.75,9,10,10,10,9.5,10,9,10,10,10,8.5,8,9,9,9,8.5,9,8,3,7.210694444,1.1875,1,2,1,1,1,1.125,8.966666667,8.333333333,9,8,8,8.333333333,9,8,8,9.2,10,10,8,10,10,10,10,0,Dem.,9.27,1,Highly advanced,9.5,1,Democracies in consolidation,9.04,1,Highly advanced,7.21,1,Very good,1.2,5,Negligible,8.966666667,1,Excellent,2022
Madagascar,5,92,4.497619048,81,4.566666667,6,5,7,8,4,5.25,7,7,4,3,4.25,4,4,4,5,3,3,3,4.333333333,4,5,4,94,4.428571429,1,1,5.5,4,5,7,6,6.5,7,6,5.5,5,6,3.5,3,4,5,5,4,5,3,62,4.944212963,6.979166667,8,7,5,9,7,5.875,5.3,4.333333333,4,4,5,4,4,4,4,6.2,8,5,6,6.666666667,6,7,7,1,Aut.,4.5,4,Very limited,4.57,4,Moderate autocracies,4.43,4,Very limited,4.94,3,Moderate,7,2,Substantial,5.3,3,Fair,2022
Malawi,5,62,5.471428571,42,6.55,7.75,9,9,8,5,7.5,7,8,8,7,6,5,9,4,6,6.5,6,7,5,4,5,5,95,4.392857143,1,1,5.75,4,6,6,7,5.5,6,5,7,6,8,4,3,5,4,4,3.5,3,4,35,5.643757716,6.520833333,8,5,5,10,7,4.125,6.116666667,5.666666667,6,6,5,4.666666667,4,5,5,6.8,7,9,7,7.333333333,7,7,8,0,Dem.,5.47,4,Very limited,6.55,2,Defective democracies,4.39,4,Very limited,5.64,2,Good,6.5,2,Substantial,6.116666667,2,Sound,2022
Malaysia,7,43,6.239285714,68,5.3,8,9,8,6,9,4.75,6,4,4,5,5,4,5,6,5,4,4,4,4.75,5,5,5,20,7.178571429,7,7,7.75,8,7,7,9,8,9,7,8,9,7,6.5,7,6,7,7,6,5,7,54,5.152854938,3.916666667,4,6,5,2,2,4.5,5.958333333,4.666666667,5,4,5,5.666666667,6,5,6,5.5,6,5,6,8,7,8,9,0,Dem.,6.24,3,Limited,5.3,3,Highly defective democracies,7.18,2,Advanced,5.15,3,Moderate,3.9,4,Minor,5.958333333,3,Fair,2022
Mali,3,97,4.360714286,84,4.4,5.25,3,7,6,5,4,3,1,6,6,3.75,3,4,4,4,3,3,3,6,4,7,7,98,4.321428571,1,1,5.25,4,4,6,7,6.5,8,5,5.5,5,6,4,4,4,5,5,3,3,3,77,4.655,7.75,8,4,9,9,10,6.5,4.9,4.666666667,5,4,5,4.333333333,4,5,4,4.6,5,4,3,6,7,5,6,3,Aut.,4.36,4,Very limited,4.4,4,Moderate autocracies,4.32,4,Very limited,4.66,3,Moderate,7.8,2,Substantial,4.9,4,Flawed,2022
Mauritania,3,99,4.297619048,82,4.416666667,5.75,8,6,4,5,4.75,4,2,7,6,4.25,3,4,5,5,3,3,3,4.333333333,5,4,4,100,4.178571429,3,3,3.75,3,2,5,5,5.5,6,5,5,5,5,3.5,4,3,5,5,3.5,4,3,94,3.998148148,7.333333333,8,8,5,8,9,6,4.25,3.333333333,4,4,2,3.333333333,4,3,3,4,3,4,4,6.333333333,5,7,7,3,Aut.,4.3,4,Very limited,4.42,4,Moderate autocracies,4.18,4,Very limited,4,4,Weak,7.3,2,Substantial,4.25,4,Flawed,2022
Mauritius,5,12,8.167857143,12,8.55,9,10,9,8,9,8.5,8,10,9,7,8.25,9,9,7,8,9,9,9,8,8,8,7,16,7.785714286,7,7,8.5,9,7,9,9,8.5,9,8,8.5,8,9,7,8,6,8,8,7,7,7,11,6.756404321,2.229166667,3,4,1,1,2,2.375,8.166666667,8,8,8,8,6.666666667,7,8,5,9,10,10,9,9,9,9,9,0,Dem.,8.17,2,Advanced,8.55,1,Democracies in consolidation,7.79,2,Advanced,6.76,2,Good,2.2,5,Negligible,8.166666667,1,Excellent,2022
Mexico,2,50,6.010714286,57,5.95,7.25,5,9,8,7,6.25,7,6,7,5,4.75,6,5,4,4,6,6,6,5.5,6,6,5,43,6.071428571,6,6,7.5,6,6,10,8,7.5,9,6,6.5,6,7,5.5,6,5,5,5,4.5,4,5,75,4.691481481,4.833333333,6,6,7,3,2,5,5.3,5,5,5,5,4.666666667,5,6,3,5.2,7,5,5,6.333333333,6,6,7,0,Dem.,6.01,3,Limited,5.95,3,Highly defective democracies,6.07,3,Limited,4.69,3,Moderate,4.8,3,Moderate,5.3,3,Fair,2022
Moldova,6,56,5.914285714,53,6.15,7.25,6,7,9,7,7,7,6,8,7,5,5,5,4,6,6,6,6,5.5,6,5,5,61,5.678571429,4,4,6.75,6,6,9,6,7.5,8,7,7,7,7,5.5,5,6,4,4,5,5,5,60,4.989992284,4.979166667,8,6,4,5,2,4.875,5.616666667,5,4,5,6,5.333333333,6,6,4,5.8,6,6,6,6.333333333,6,5,8,0,Dem.,5.91,3,Limited,6.15,2,Defective democracies,5.68,3,Limited,4.99,3,Moderate,5,3,Moderate,5.616666667,3,Fair,2022
Mongolia,6,35,6.446428571,26,7.25,9,10,10,10,6,7.5,8,7,9,6,6.25,7,6,5,7,7,7,7,6.5,6,7,6,62,5.642857143,4,4,7,7,7,7,7,6,6,6,6.5,6,7,6,6,6,5,5,5,5,5,26,5.898904321,4.229166667,7,6,1,6,2,3.375,6.766666667,6,6,6,6,4.666666667,5,5,4,8.4,9,9,8,8,7,8,9,0,Dem.,6.45,3,Limited,7.25,2,Defective democracies,5.64,3,Limited,5.9,2,Good,4.2,4,Minor,6.766666667,2,Sound,2022
Montenegro,1,22,6.960714286,27,7.1,8.75,10,8,7,10,7,6,8,8,6,6.5,6,6,6,8,6,6,6,7.25,7,8,6,25,6.821428571,6,6,8.25,7,8,10,8,7.5,9,6,8,8,8,7,7,7,5,5,6,6,6,19,6.229938272,3.229166667,4,4,4,3,1,3.375,7.333333333,7.333333333,8,7,7,6.333333333,5,7,7,7,9,7,6,8.666666667,9,9,8,0,Dem.,6.96,3,Limited,7.1,2,Defective democracies,6.82,3,Limited,6.23,2,Good,3.2,4,Minor,7.333333333,2,Sound,2022
Morocco,4,86,4.773809524,108,3.583333333,6.75,8,7,6,6,2.5,3,2,3,2,3,2,2,4,4,2,2,2,3.666666667,3,4,4,47,5.964285714,4,4,6.75,5,5,8,9,7.5,8,7,7,8,6,4.5,5,4,6,6,6,7,5,69,4.837291667,5.6875,7,6,4,6,5,6.125,5.35,6.666666667,7,7,6,3.666666667,4,4,3,4.4,5,3,5,6.666666667,6,7,7,5,Aut.,4.77,4,Very limited,3.58,5,Hard-line autocracies,5.96,3,Limited,4.84,3,Moderate,5.7,3,Moderate,5.35,3,Fair,2022
Mozambique,5,105,4.10952381,89,4.183333333,7,5,9,9,5,3.5,3,3,4,4,2.75,2,3,3,3,3,3,3,4.666666667,6,3,5,106,4.035714286,1,1,4.75,4,3,6,6,5,6,4,6,6,6,3.5,3,4,4,4,4,5,3,91,4.206057099,7.854166667,8,7,7,10,9,6.125,4.416666667,4,4,4,4,3.333333333,3,4,3,5,6,4,5,5.333333333,5,4,7,4,Aut.,4.11,4,Very limited,4.18,4,Moderate autocracies,4.04,4,Very limited,4.21,4,Weak,7.9,2,Substantial,4.416666667,4,Flawed,2022
Myanmar,7,122,3.2,118,3.15,3.75,4,3,5,3,4,6,2,4,4,3,4,3,3,2,2,2,2,3,3,3,3,118,3.25,2,2,3.25,3,3,4,3,4,4,4,3,3,3,2.5,3,2,5,5,3,3,3,110,3.528155864,8.104166667,9,8,9,8,7,7.625,3.683333333,3.333333333,3,3,4,3,3,3,3,3.4,4,3,3,5,6,4,5,2,Aut.,3.2,5,Failed,3.15,5,Hard-line autocracies,3.25,4,Very limited,3.53,4,Weak,8.1,2,Substantial,3.683333333,4,Flawed,2022
Namibia,5,32,6.489285714,23,7.55,8.25,10,9,9,5,8.75,9,9,9,8,6.75,7,9,4,7,7.5,7,8,6.5,7,7,5,68,5.428571429,3,3,7.5,6,6,9,9,6.5,8,5,7,7,7,6,6,6,4,4,4,4,4,57,5.072530864,4.583333333,6,4,4,5,5,3.5,5.766666667,5,6,5,4,4.333333333,4,5,4,6.4,8,9,6,7.333333333,6,8,8,0,Dem.,6.49,3,Limited,7.55,2,Defective democracies,5.43,3,Limited,5.07,3,Moderate,4.6,3,Moderate,5.766666667,3,Fair,2022
